candidate_arm_id,economic_candidate_id,invocation_count,observation_mode,result_code,result_state,stage_id,stage_invoked,stage_order
6b23dcc242005dfb59fdc92ff4b7983de0abd8e1224f8308e901eba12e3cc931,821f45b1064de157632a57ffe1e5f31532dc8e2153eecc96a2ec5acd174568c7,1,SIGNED_RECORDED_COMPLETE_STACK,BASE_DECISION_REJECTED,NOT_APPLICABLE,institutional_stress,true,4
6b23dcc242005dfb59fdc92ff4b7983de0abd8e1224f8308e901eba12e3cc931,821f45b1064de157632a57ffe1e5f31532dc8e2153eecc96a2ec5acd174568c7,1,SIGNED_RECORDED_COMPLETE_STACK,CANDIDATE_CONSTRUCTED,PASS,institutional_candidate_construction,true,2
6b23dcc242005dfb59fdc92ff4b7983de0abd8e1224f8308e901eba12e3cc931,821f45b1064de157632a57ffe1e5f31532dc8e2153eecc96a2ec5acd174568c7,1,SIGNED_RECORDED_COMPLETE_STACK,PAYLOAD_HASH_BOUND,PASS,recorded_payload,true,8
6b23dcc242005dfb59fdc92ff4b7983de0abd8e1224f8308e901eba12e3cc931,821f45b1064de157632a57ffe1e5f31532dc8e2153eecc96a2ec5acd174568c7,1,SIGNED_RECORDED_COMPLETE_STACK,RECOMMENDATION_GENERATED,PASS,recommendation,true,1
6b23dcc242005dfb59fdc92ff4b7983de0abd8e1224f8308e901eba12e3cc931,821f45b1064de157632a57ffe1e5f31532dc8e2153eecc96a2ec5acd174568c7,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,institutional_base_decision,true,3
6b23dcc242005dfb59fdc92ff4b7983de0abd8e1224f8308e901eba12e3cc931,821f45b1064de157632a57ffe1e5f31532dc8e2153eecc96a2ec5acd174568c7,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,terminal_institutional_decision,true,6
6b23dcc242005dfb59fdc92ff4b7983de0abd8e1224f8308e901eba12e3cc931,821f45b1064de157632a57ffe1e5f31532dc8e2153eecc96a2ec5acd174568c7,1,SIGNED_RECORDED_COMPLETE_STACK,SKIP,FAIL,portfolio_allocation,true,7
6b23dcc242005dfb59fdc92ff4b7983de0abd8e1224f8308e901eba12e3cc931,821f45b1064de157632a57ffe1e5f31532dc8e2153eecc96a2ec5acd174568c7,1,SIGNED_RECORDED_COMPLETE_STACK,UPSTREAM_DECISION_REJECTED,NOT_APPLICABLE,institutional_trade_plan_optimizer,true,5
6b4f8410475ee1b0f4c96b6083b222e7b5530cef63f5f85a9e035e55fa697861,d03d121d5c927d967fdb4bc368e7c00858aa0a5174de78b3275daf4ac7820829,1,SIGNED_RECORDED_COMPLETE_STACK,BASE_DECISION_REJECTED,NOT_APPLICABLE,institutional_stress,true,4
6b4f8410475ee1b0f4c96b6083b222e7b5530cef63f5f85a9e035e55fa697861,d03d121d5c927d967fdb4bc368e7c00858aa0a5174de78b3275daf4ac7820829,1,SIGNED_RECORDED_COMPLETE_STACK,CANDIDATE_CONSTRUCTED,PASS,institutional_candidate_construction,true,2
6b4f8410475ee1b0f4c96b6083b222e7b5530cef63f5f85a9e035e55fa697861,d03d121d5c927d967fdb4bc368e7c00858aa0a5174de78b3275daf4ac7820829,1,SIGNED_RECORDED_COMPLETE_STACK,PAYLOAD_HASH_BOUND,PASS,recorded_payload,true,8
6b4f8410475ee1b0f4c96b6083b222e7b5530cef63f5f85a9e035e55fa697861,d03d121d5c927d967fdb4bc368e7c00858aa0a5174de78b3275daf4ac7820829,1,SIGNED_RECORDED_COMPLETE_STACK,RECOMMENDATION_GENERATED,PASS,recommendation,true,1
6b4f8410475ee1b0f4c96b6083b222e7b5530cef63f5f85a9e035e55fa697861,d03d121d5c927d967fdb4bc368e7c00858aa0a5174de78b3275daf4ac7820829,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,institutional_base_decision,true,3
6b4f8410475ee1b0f4c96b6083b222e7b5530cef63f5f85a9e035e55fa697861,d03d121d5c927d967fdb4bc368e7c00858aa0a5174de78b3275daf4ac7820829,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,terminal_institutional_decision,true,6
6b4f8410475ee1b0f4c96b6083b222e7b5530cef63f5f85a9e035e55fa697861,d03d121d5c927d967fdb4bc368e7c00858aa0a5174de78b3275daf4ac7820829,1,SIGNED_RECORDED_COMPLETE_STACK,SKIP,FAIL,portfolio_allocation,true,7
6b4f8410475ee1b0f4c96b6083b222e7b5530cef63f5f85a9e035e55fa697861,d03d121d5c927d967fdb4bc368e7c00858aa0a5174de78b3275daf4ac7820829,1,SIGNED_RECORDED_COMPLETE_STACK,UPSTREAM_DECISION_REJECTED,NOT_APPLICABLE,institutional_trade_plan_optimizer,true,5
6b57ce91443462ae22426f7c359e8e9241e9b115b7bbae649d1919c7122cf26f,2238e3b92743be4167df1fdd90a5ff6fde8443983acaddd8ddb34ef588628e1e,1,SIGNED_RECORDED_COMPLETE_STACK,BASE_DECISION_REJECTED,NOT_APPLICABLE,institutional_stress,true,4
6b57ce91443462ae22426f7c359e8e9241e9b115b7bbae649d1919c7122cf26f,2238e3b92743be4167df1fdd90a5ff6fde8443983acaddd8ddb34ef588628e1e,1,SIGNED_RECORDED_COMPLETE_STACK,CANDIDATE_CONSTRUCTED,PASS,institutional_candidate_construction,true,2
6b57ce91443462ae22426f7c359e8e9241e9b115b7bbae649d1919c7122cf26f,2238e3b92743be4167df1fdd90a5ff6fde8443983acaddd8ddb34ef588628e1e,1,SIGNED_RECORDED_COMPLETE_STACK,PAYLOAD_HASH_BOUND,PASS,recorded_payload,true,8
6b57ce91443462ae22426f7c359e8e9241e9b115b7bbae649d1919c7122cf26f,2238e3b92743be4167df1fdd90a5ff6fde8443983acaddd8ddb34ef588628e1e,1,SIGNED_RECORDED_COMPLETE_STACK,RECOMMENDATION_GENERATED,PASS,recommendation,true,1
6b57ce91443462ae22426f7c359e8e9241e9b115b7bbae649d1919c7122cf26f,2238e3b92743be4167df1fdd90a5ff6fde8443983acaddd8ddb34ef588628e1e,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,institutional_base_decision,true,3
6b57ce91443462ae22426f7c359e8e9241e9b115b7bbae649d1919c7122cf26f,2238e3b92743be4167df1fdd90a5ff6fde8443983acaddd8ddb34ef588628e1e,1,SIGNED_RECORDED_COMPLETE_STACK,REJECT,FAIL,terminal_institutional_decision,true,6
6b57ce91443462ae22426f7c359e8e9241e9b115b7bbae649d1919c7122cf26f,2238e3b92743be4167df1fdd90a5ff6fde8443983acaddd8ddb34ef588628e1e,1,SIGNED_RECORDED_COMPLETE_STACK,SKIP,FAIL,portfolio_allocation,true,7
6b57ce91443462ae22426f7c359e8e9241e9b115b7bbae649d1919c7122cf26f,2238e3b92743be4167df1fdd90a5ff6fde8443983acaddd8ddb34ef588628e1e,1,SIGNED_RECORDED_COMPLETE_STACK,UPSTREAM_DECISION_REJECTED,NOT_APPLICABLE,institutional_trade_plan_optimizer,true,5
